attr:Activity_ID,id,name[1],description[1],attr:Multiple_Choice_Type_(if_applicable),datatype,attr:Input_Options,attr:Calculation,attr:Quantity_Sub-Type,attr:Validation_Condition,attr:Editable,attr:Required,attr:Skip_Logic,attr:Linkages_to_Aggregate_Indicators,attr:Notes,map_to_concept_url[0],attr:ICD-11_URI,attr:ICD-11_Comments_Considerations,map_type[0],map_to_concept_url[1],attr:ICD-10_Comments_Considerations,map_type[1],map_to_concept_url[2],attr:ICD-9_Comments_Considerations,map_type[2],map_to_concept_url[3],attr:LOINC_version_2.68_Comments_Considerations,map_type[3],map_to_concept_url[4],attr:ICHI_URI,attr:ICHI_Comments_Considerations,map_type[4],map_to_concept_url[5],attr:ICF_Comments_Considerations,map_type[5],map_to_concept_url[6],attr:SNOMED_GPS_Code_Comments_Considerations,map_type[6],map_to_concept_url[7],attr:Snomed_CT_International_Version_Comments_Considerations,map_type[7],attr:HL7_FHIR_R4_Resource,attr:HL7_FHIR_R4_Values,map_to_concept_url[8],map_type[8],attr:ICD-11_Description,map_to_concept_url[9],attr:WHO_ATC_Name,attr:Activity_Group,map_type[9],resource_type,source,owner_id,owner_type,retired,name_type[1],map_from_concept_url[10],map_type[10],map_to_concept_url[10],concept_class,attr:ValueSet_URL
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE3,Diphtheria Vaccines,Vaccine terminology codes for Diphtheria,,Codes,,,,,Yes,,,"IMMZ.IND.12, IMMZ.IND.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA03,diphtheria-rubella-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE3,Diphtheria Vaccines,Vaccine terminology codes for Diphtheria,,Codes,,,,,Yes,,,"IMMZ.IND.12, IMMZ.IND.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE3,Diphtheria Vaccines,Vaccine terminology codes for Diphtheria,,Codes,,,,,Yes,,,"IMMZ.IND.12, IMMZ.IND.42",,/orgs/WHO/sources/ICD-11-WHO/concepts/XM31Q8,http://id.who.int/icd/entity/1436712068,Extension codes are not used in primary tabulation.,Unspecified map type,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/30936-9,Corynebacterium diphtheriae+Clostridium tetani+Bordetella pertussis dose count in combination vaccine,Unspecified map type,,,,,,,,,,,,,,Immunization.vaccineCode,,,,"Tetanus, diptheria, acellular pertussis",,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/412373007,Diphtheria + pertussis + tetanus + Haemophilus influenzae type b vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427806004,Diphtheria + tetanus + haemophilus influenzae type b vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426842004,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus + recombinant haemophilus influenzae type B vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333693009,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333696001,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333691006,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial+prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426971004,Haemophilus influenzae Type b + recombinant hepatitis B virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/425555004,Haemophilus influenzae Type b + tetanus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,/orgs/WHO/sources/ICD-11-WHO/concepts/XM11V3,http://id.who.int/icd/entity/425304593,Extension codes are not used in primary tabulation.,Unspecified map type,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/836380007,Vaccine product containing Haemophilus influenzae type B antigen (medicinal product),Unspecified map type,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333680004,Haemophilus influenzae Type b vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,Haemophilus influenzae B vaccines,/orgs/WHO/sources/WHOATC/concepts/J07AG,Haemophilus influenzae B vaccines,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/347647005,Haemophilus influenzae Type b vaccine injection (pdr for recon)+diluent (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/836500008,Vaccine product containing only Haemophilus influenzae type B and Neisseria meningitidis serogroup C antigens (medicinal product),Unspecified map type,/orgs/IHTSDO/sources/SNOMED-CT/concepts/423912009,Haemophilus influenzae type b + Meningococcal group C vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427048007,Haemophilus influenzae type b 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427514003,Haemophilus influenzae type b 7.5micrograms/recombinant hepatitis B virus surface antigen 5micrograms injection solution 0.5mL vial (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA08,haemophilus influenzae B and hepatitis B,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA04,haemophilus influenzae B and poliomyelitis,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AG53,"haemophilus influenzae B, combinations with meningococcus C, conjugated",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AG51,"haemophilus influenzae B, combinations with toxoids",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AG01,"haemophilus influenzae B, purified antigen conjugated",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE4,Haemophilus influenzae B Vaccines,Vaccine terminology codes for Haemophilus influenzae B,,Codes,,,,,Yes,,,"IMMZ.IND.9, IMMZ.IND.37",,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/30938-5,Haemophilus influenzae B dose count in combination vaccine,Unspecified map type,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333708002,Hepatitis A 1440u//typhoid 25mcg vaccine injection solution 1mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/406324009,Hepatitis A vaccine injection suspension 0.5 mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/406325005,Hepatitis A vaccine injection suspension 1 mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/348045000,Hepatitis A vaccine injection suspension prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,/orgs/WHO/sources/ICD-11-WHO/concepts/XM2A12,http://id.who.int/icd/entity/732930532,Extension codes are not used in primary tabulation.,Unspecified map type,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/836375003,Vaccine product containing Hepatitis A virus antigen (medicinal product),Unspecified map type,/orgs/IHTSDO/sources/SNOMED-CT/concepts/14745005,Hepatitis A virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,"Hepatitis A, inactivated, whole virus",/orgs/WHO/sources/WHOATC/concepts/J07BC02,"hepatitis A, inactivated, whole virus",IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/871803007,Vaccine product containing only Hepatitis A and Hepatitis B virus antigens (medicinal product)Hepatitis A and Hepatitis B virus antigens only vaccine product,Unspecified map type,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333702001,Hepatitis A+B vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE5,Hepatitis A Vaccines,Vaccine terminology codes for Hepatitis A,,Codes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/333707007,Hepatitis A+typhoid vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,/orgs/WHO/sources/WHOATC/concepts/J07CA10,typhoid-hepatitis A,IMMZ.Z Vaccine Library,Equivalent,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,/orgs/Regenstrief/sources/LOINC/concepts/30937-7,Hepatitis B virus dose count in combination vaccine,Unspecified map type,,,,,,,,,,,,,,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426842004,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus + recombinant haemophilus influenzae type B vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/427542001,Diphtheria + tetanus + pertussis + poliomyelitis + recombinant hepatitis B virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426081003,Diphtheria + tetanus + pertussis + recombinant hepatitis B virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426361005,Diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/396457007,"Diphtheria, acellular pertussis, hepatitis B and inactivated polio vaccine (product)",Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,/orgs/SNOMED-International/sources/SNOMED-GPS/concepts/871806004,Vaccine product containing only Haemophilus influenzae type B and Hepatitis B virus antigens (medicinal product)Haemophilus influenzae type B and Hepatitis B virus antigens only vaccine product,Unspecified map type,/orgs/IHTSDO/sources/SNOMED-CT/concepts/426971004,Haemophilus influenzae Type b + recombinant hepatitis B virus vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE6,Hepatitis B Vaccines,Vaccine terminology codes for Hepatitis B,,Codes,,,,,Yes,,,"IMMZ.IND.3, IMMZ.IND.31",,,,,,,,,,,,,,,,,,,,,,,,,/orgs/IHTSDO/sources/SNOMED-CT/concepts/698026000,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine/Hepatitis B Surface Antigen Vaccine (product),Unspecified map type,Immunization.vaccineCode,,,,,,,IMMZ.Z Vaccine Library,,Concept,smart-example-immz,WHO-Smart-Guidelines,Organization,FALSE,Fully Specified,,,,Data Element,
